849911804	-28.3677	160.501
849955187	-28.5954	160.925
849963794	-29.0215	161.766
849972452	-29.5073	162.755
849981227	-29.959	164.133
849989802	-30.0738	166.488
849998575	-30.3853	168.446
850007160	-30.7279	170.415
850015897	-30.9819	172.251
850024503	-31.3034	174.062
850033383	-31.7523	175.977
850041924	-32.2272	177.596
850050529	-32.7591	179.491
850059172	-33.3766	181.513
850067847	-33.9556	183.633
850076608	-34.5787	185.703
850085560	-34.9752	187.153
850093849	-35.3545	188.557
850102554	-35.7507	189.925
850111220	-36.0693	191.237
850119890	-36.2514	192.537
850128663	-36.439	193.929
850137207	-36.7813	195.344
850145972	-37.0215	196.625
850154627	-37.3938	198.078
850163300	-37.8079	199.637
850171924	-38.2487	201.108
850180655	-38.6211	202.49
850189248	-39.1997	204.074
850197997	-39.7825	206.005
850206660	-40.3208	207.972
850215326	-41.0991	209.81
850223933	-42.0421	211.933
850232639	-43.3904	214.758
850241409	-44.8595	218.483
850249980	-46.2584	222.141
850258676	-47.6077	226.263
850267313	-48.7062	230.729
850275944	-49.4621	235.91
850284649	-50.0077	241.432
850293290	-50.7684	246.607
850302008	-51.4617	252.173
850310679	-52.1892	257.977
850319334	-52.6553	263.776
850328008	-53.4182	269.639
850336701	-54.0298	275.8
850345386	-54.8548	282.173
850354027	-55.3034	287.973
850362735	-56.1423	293.665
850371378	-56.685	298.724
850380042	-57.2642	303.676
850388715	-57.9038	308.182
850397356	-58.4306	312.379
850406121	-58.9846	316.385
850414720	-59.4265	320.136
850440764	-60.9531	329.93
850449433	-61.4037	331.619
850458170	-61.5938	333.292
850466955	0	0
850475481	61.4231	288.659
850484158	40.8069	291.669
850492901	62.3131	316.674
850502008	64.59	325.511
850510149	65.2226	327.02
850518785	65.8159	327.816
850527467	66.1394	327.485
850536131	66.3475	326.413
850544886	66.4435	324.772
850553473	66.4973	322.758
850562202	66.4652	320.419
850570806	66.5058	317.877
850579491	66.5073	315.274
850588156	66.4926	312.614
850596908	66.4817	309.838
850605491	66.4323	306.644
850614187	66.3068	303.355
850622835	66.0425	299.755
850631527	65.7889	295.89
850640178	65.3797	291.738
850648832	64.8756	287.28
850657573	64.0516	282.29
850666209	63.2397	277.165
850674926	62.3431	271.542
850683568	61.163	265.269
850692199	60.0077	258.533
850700989	58.5069	250.919
850709579	56.9509	243.187
850718228	55.5024	235.059
850726909	53.9983	226.505
850735660	52.6225	217.714
850744306	51.1087	208.627
850753077	49.7992	200.56
850761650	48.9146	192.153
850770320	47.9591	183.669
850779009	47.2557	175.677
850787692	46.5408	168.427
850796335	45.5571	161.959
850805011	44.9935	156.551
850813627	44.4636	152.126
850822334	44.2286	148.908
850831014	43.7125	146.208
850839685	43.5042	144.303
850848315	43.2808	143.243
850857009	43.1085	142.811
850865650	43.0948	142.946
850883023	43.4756	145.262
850891699	43.8634	147.626
850900423	43.9028	149.868
850909207	44.1273	153.336
850917689	44.3155	157.146
850926458	44.5632	161.18
850935031	44.8345	165.954
850943712	45.1976	171.066
850952404	45.3652	176.277
850961147	45.6371	181.8
850969731	45.7651	187.246
850978409	46.0422	192.89
850987084	46.3746	198.901
850995756	46.6216	205.379
851004463	46.8579	211.465
851013088	47.6201	218.388
851021829	48.1227	224.57
851030464	48.3665	230.095
851039143	48.6848	236.007
851047771	49.0673	242.157
851056515	49.3791	247.24
851065172	49.582	252.083
851073843	49.7681	257.179
851082479	50.3813	263.19
851091219	50.7693	268.145
851099890	51.0361	272.399
851108503	51.2233	276.17
851117256	51.4972	279.839
851125841	51.8044	283.576
851134573	52.0829	287.322
851143180	52.4594	290.684
851151953	52.745	293.333
851160598	53.0548	295.748
851169191	53.368	298.021
851177898	53.7546	300.148
851186570	54.1927	302.303
851195235	54.6617	304.077
851203879	55.1893	305.841
851212563	55.698	307.342
851221203	56.1783	308.691
851229905	56.6947	309.898
851238557	57.2239	310.655
851247272	57.7688	311.307
851255940	58.2638	311.279
851264666	58.7467	310.462
851273265	59.1379	309.055
851281947	59.5188	307.591
851290622	59.8878	305.876
851299338	60.2274	303.976
851307987	60.4775	301.56
851316623	60.6816	298.819
851325271	60.8399	295.949
851333970	60.996	292.473
851342639	61.0237	288.728
851351319	61.0966	285.05
851359966	61.0005	280.914
851368639	60.8728	276.405
851377346	60.6296	271.481
851385998	60.1479	266.235
851394642	59.8335	260.861
851403327	59.0359	254.929
851412011	58.2053	248.797
851420681	57.2022	242.005
851429431	56.1448	235.243
851438074	55.2139	228.596
851447085	54.222	221.408
851460217	53.3645	213.609
851466573	52.9215	208.198
851472745	52.6174	201.732
851481396	51.9533	193.036
851490074	50.9688	184.757
851498724	49.9132	176.745
851507418	49.2172	168.843
851516080	48.6517	161.852
851542136	48.4664	148.386
851550820	48.0096	144.646
851559441	47.5614	142.589
851572291	47.5214	141.764
851578482	46.9835	141.909
851645834	47.1191	157.456
851646404	47.5355	161.883
851654929	47.5521	168.511
851664197	47.5964	174.716
851672241	47.4872	180.047
851681393	47.4708	185.446
851689607	47.3764	190.141
851703447	47.6117	195.477
851715866	47.6659	200.567
851716181	47.951	202.919
851731283	48.4307	211.219
851739625	48.9266	217.628
851744666	49.1551	222.376
851750309	49.6294	228.31
851759021	50.2669	235.471
851767672	50.8805	241.717
851782498	51.9555	249.088
851785444	51.9378	251.089
851806055	52.8777	257.874
851806449	52.9452	259.743
851811126	53.0799	263.589
851819683	53.5153	269.306
851828270	54.137	274.479
851836974	54.7527	278.931
851845611	55.474	283.184
851854288	56.1099	287.546
851862931	56.846	291.628
851871624	57.3126	294.928
851880291	57.6917	298.017
851888984	58.1101	300.813
851897649	58.5657	303.624
851906298	59.1142	306.264
851914990	59.6867	308.885
851923735	60.2047	311.23
851932375	60.7433	313.182
851941157	61.253	314.861
851949711	61.8132	316.331
851958405	62.3387	317.497
851967084	62.7868	318.466
851975855	63.2105	319.104
851984401	63.7129	319.691
851993085	64.199	319.763
852001723	64.5812	319.46
852010410	64.8786	318.264
852019118	65.1455	316.821
852027803	65.37	315.145
852036447	65.5792	313.424
852045128	65.6205	311.305
852053821	65.6018	308.858
852062466	65.5575	306.039
852071144	65.4366	302.678
852079818	65.2374	299.019
852088485	64.8944	294.888
852097152	64.409	290.248
852105846	63.878	285.522
852114517	63.2504	280.648
852123161	62.5172	275.458
852131831	61.6802	269.926
852140566	60.7991	264.013
852149258	59.7823	257.976
852157887	58.7228	252.019
852166526	57.5001	245.431
852175183	56.2486	238.836
852183853	54.9364	231.842
852192525	53.6536	224.67
852201228	52.6207	217.236
852209988	51.4715	209.555
852218565	50.5116	202.623
852227309	49.8053	195.751
852235935	49.0111	188.437
852244744	48.2124	180.741
852253292	47.3183	173.347
852261920	46.2649	166.153
852270565	45.5489	159.334
852279233	45.1414	153.089
852287950	44.6993	147.585
852296651	44.8239	143.17
852305294	45.5697	140.156
852313907	46.3563	137.537
852322586	46.7658	135.172
852331330	47.4126	134.119
852339973	47.727	134.099
852348609	48.0958	135.02
852366039	48.9668	139.594
852374726	49.2966	143.173
852383348	49.225	147.249
852391989	49.1846	151.824
852400957	49.2965	156.995
852409380	49.563	163.082
852418091	50.0418	170.178
852426715	50.7511	177.772
852435401	51.4362	185.887
852444077	52.2039	194.064
852452757	53.1761	202.916
852461316	53.7383	210.908
852470034	55.1875	220.444
852478794	56.7163	229.644
852487387	57.9143	238.84
852496050	58.8893	247.408
852504753	60.2589	256.817
852513393	61.3522	264.616
852522093	62.3474	272.211
852530711	63.1019	279.477
852539411	64.4825	287.857
852548043	65.3926	294.958
852556740	66.1164	301.574
852565492	66.951	308.117
852574225	67.5426	314.014
852582859	68.0575	319.204
852591450	68.3984	323.732
852600173	68.6903	327.8
852608842	68.9099	331.57
852617512	68.9827	334.598
852643531	69.6205	341.831
852652170	69.943	343.357
852660822	69.913	344.534
852669509	69.9808	345.435
852678222	70.0475	345.902
852686828	70.0671	345.965
852695511	70.0289	345.656
852704198	69.8859	345.038
852712852	69.7528	344.088
852721600	69.6444	342.856
852730204	69.5876	341.532
852738874	69.4259	339.46
852747539	69.3841	336.854
852756222	69.1026	333.861
852764930	68.8537	330.607
852773559	68.4572	326.436
852782220	68.2161	322.322
852790887	67.8573	318.159
852799584	67.2916	313.5
852808249	66.7639	308.342
852816922	66.0825	302.706
852825614	65.4081	297.275
852834263	64.5742	291.794
852842939	63.8185	285.735
852851629	63.1332	279.401
852860454	62.2932	273.033
852868978	61.2942	266.268
852877650	60.4898	259.444
852886355	59.5252	252.794
852894978	58.4424	245.922
852903676	57.3919	238.827
852912380	56.2025	231.62
852920973	55.1653	224.708
852929977	54.0858	217.318
852938333	52.8523	209.996
852947021	51.8604	202.79
852955703	51.073	196.026
852964354	50.3396	189.365
852973015	49.6027	182.287
852981689	48.8178	174.871
852990448	48.1487	168.17
852999052	47.6905	162.119
853007732	47.1061	155.917
853016387	46.4446	149.646
853025113	46.0706	144.131
853033724	45.9889	139.554
853042407	46.2278	135.659
853051038	46.6765	133.638
853059797	47.1179	132.009
853068437	47.3197	131.496
853077047	47.5528	132.309
853094455	48.8408	138.202
853103225	49.1606	142.363
